relation;source;target;weight
DerivedFrom;sensorlike;sensor;1.0
DerivedFrom;thermosensor;sensor;1.0
EtymologicallyDerivedFrom;センサ;sensor;1.0
EtymologicallyDerivedFrom;sensor;sensor;1.0
AtLocation;insects;a log;2.0
HasContext;log;airplane;2.0
HasContext;log;ship;2.0
IsA;harpoon log;log;2.0
IsA;log;measuring instrument;2.0
IsA;log;written record;2.0
IsA;nurse log;log;2.0
IsA;patent log;log;2.0
IsA;saw log;log;2.0
MannerOf;log;fell;2.0
MannerOf;log;record;2.0
PartOf;log line;log;2.0
PartOf;log;ship;2.0
RelatedTo;balvan;log;2.0
RelatedTo;jošić;log;2.0
RelatedTo;klada;log;2.0
RelatedTo;trupac;log;2.0
Synonym;tronc;log;2.0
Synonym;log;logarithm;2.0
Synonym;lumber;log;2.0
RelatedTo;cry;emotional;3.4240327101241306
HasProperty;humans;emotional;2.0
RelatedTo;emotional;moved p ;2.0
RelatedTo;emotional;moving;2.0
RelatedTo;emotional;passionate;2.0
RelatedTo;emotional;warm;2.0
RelatedTo;moved p ;emotional;2.0
RelatedTo;moving;emotional;2.0
RelatedTo;passionate;emotional;2.0
RelatedTo;warm;emotional;2.0
RelatedTo;emocionalan;emotional;2.0
RelatedTo;emotivan;emotional;2.0
SimilarTo;affectional;emotional;2.0
SimilarTo;emotional;affectional;2.0
SimilarTo;emotional;het up;2.0
SimilarTo;emotional;hot-blooded;2.0
SimilarTo;emotional;little;2.0
SimilarTo;emotional;low-down;2.0
SimilarTo;emotional;lyrical;2.0
SimilarTo;emotional;mind-blowing;2.0
UsedFor;an electric fan;cooling;4.898979485566356
IsA;cooling;temperature change;2.0
IsA;freeze;cooling;2.0
IsA;heat dissipation;cooling;2.0
IsA;refrigeration;cooling;2.0
Synonym;تَبْرِيد;cooling;2.0
Synonym;خَفْض الحَرَارَة;cooling;2.0
Synonym;baixada de temperatura;cooling;2.0
Synonym;chilling;cooling;2.0
Synonym;cooling;cooling system;2.0
Synonym;temperature reduction;cooling;2.0
Synonym;hozketa;cooling;2.0
Synonym;hozte;cooling;2.0
Synonym;jäähtyminen;cooling;2.0
Synonym;lämpötilan aleneminen;cooling;2.0
Synonym;viileneminen;cooling;2.0
Synonym;refroidissement;cooling;2.0
Synonym;refroidisseur;cooling;2.0
Synonym;クーリング;cooling;2.0
Synonym;冷却;cooling;2.0
AtLocation;a router;a network;2.0
HasContext;network;broadcasting;2.0
HasContext;network;electronics;2.0
HasContext;network;computer science;2.0
IsA;computer network;network;2.0
IsA;early warning system;network;2.0
IsA;espionage network;network;2.0
IsA;network;communication system;2.0
IsA;network;system;2.0
IsA;old boy network;network;2.0
IsA;reseau;network;2.0
IsA;reticle;network;2.0
IsA;reticulation;network;2.0
IsA;reticulum;network;2.0
IsA;superhighway;network;2.0
IsA;support system;network;2.0
MannerOf;network;communicate;2.0
RelatedTo;mreža;network;2.0
Synonym;interconnectar;network;2.0
Synonym;xarxa de comunicacions;network;2.0
DerivedFrom;biometrically;biometric;1.0
DerivedFrom;biometric;metric;1.0
RelatedTo;biometrický;biometric;1.0
RelatedTo;biometrisch;biometric;1.0
RelatedTo;biometric;biometrical;1.0
RelatedTo;biometric;biometrics;1.0
RelatedTo;biometrical;biometric;1.0
RelatedTo;biometrically;biometric;1.0
RelatedTo;nonbiometric;biometric;1.0
RelatedTo;oculometric;biometric;1.0
RelatedTo;oculometry;biometric;1.0
RelatedTo;biométrico;biometric;1.0
RelatedTo;biometrinen;biometric;1.0
RelatedTo;biotunnistus;biometric;1.0
RelatedTo;biométrique;biometric;1.0
RelatedTo;bithmhéadrach;biometric;1.0
RelatedTo;biometrico;biometric;1.0
RelatedTo;biometrisk;biometric;1.0
RelatedTo;biométrico;biometric;1.0
Synonym;biometric;биометричен;1.0
AtLocation;a connection;a circuit;2.0
HasA;Your internet;a connection;2.0
HasContext;connection;narcotic;2.0
IsA;alliance;connection;2.0
IsA;articulation;connection;2.0
IsA;attachment;connection;2.0
IsA;backbone;connection;2.0
IsA;bridge;connection;2.0
IsA;coherence;connection;2.0
IsA;communication;connection;2.0
IsA;concatenation;connection;2.0
IsA;connection;acquaintance;2.0
IsA;connection;instrumentality;2.0
IsA;connection;relation;2.0
IsA;connection;shape;2.0
IsA;connection;supplier;2.0
IsA;connection;transportation;2.0
IsA;connection;union;2.0
IsA;contact;connection;2.0
IsA;ground;connection;2.0
Causes;entertaining people;pleasure;4.47213595499958
UsedFor;marijuana;pleasure;4.0
UsedFor;music;pleasure;4.0
Causes;seeing your favorite show;pleasure;3.4641016151377544
Causes;copulating;pleasure;2.82842712474619
Causes;creating art;pleasure;2.82842712474619
Causes;getting warm;pleasure;2.82842712474619
Causes;kissing;pleasure;2.82842712474619
UsedFor;flying a kite;pleasure;2.82842712474619
RelatedTo;enjoy;pleasure;2.1147103820618085
Causes;having fun;pleasure;2.0
DefinedAs;Pleasure;opposite of pain;2.0
HasSubevent;creating art;pleasure;2.0
IsA;comfort;pleasure;2.0
IsA;enjoyment;pleasure;2.0
IsA;luxuriation;pleasure;2.0
IsA;pleasantness;pleasure;2.0
IsA;pleasure;activity;2.0
IsA;pleasure;choice;2.0
IsA;pleasure;feeling;2.0
IsA;natural language processing;information science;2.0
Synonym;human language technology;natural language processing;2.0
Synonym;NLP;natural language processing;2.0
Synonym;kieliteknologia;natural language processing;2.0
Synonym;luonnollisen  kielen  käsittely;natural language processing;2.0
Synonym;NLP;natural language processing;2.0
Synonym;Nitrobenzaldéhyde;natural language processing;2.0
Synonym;traitement automatique des langues;natural language processing;2.0
Synonym;traitement automatique du langage naturel;natural language processing;2.0
Synonym;自然言語処理;natural language processing;2.0
Synonym;自然言語処理;natural language processing;2.0
Synonym;pemrosesan bahasa alami;natural language processing;2.0
Synonym;przetwarzanie języka naturalnego;natural language processing;2.0
Synonym;Processamento de linguagem natural;natural language processing;2.0
Synonym;การประมวลผลภาษาธรรมชาติ;natural language processing;2.0
Synonym;自然语言处理;natural language processing;1.5
ExternalURL;natural language processing;Natural language processing;1.0
ExternalURL;natural language processing;Q30642;1.0
ExternalURL;natural language processing;106151863-n;1.0
HasContext;overgenerate;natural language processing;1.0
IsA;disgust;an emotion;4.0
Causes;spitting;disgust;2.82842712474619
Causes;watching the evening news;disgust;2.0
IsA;abhorrence;disgust;2.0
IsA;nausea;disgust;2.0
IsA;repugnance;disgust;2.0
MannerOf;disgust;repel;2.0
MannerOf;disgust;stimulate;2.0
MannerOf;shock;disgust;2.0
MannerOf;sicken;disgust;2.0
RelatedTo;disgusted;disgust;2.0
RelatedTo;disgusting;disgust;2.0
RelatedTo;gađenje;disgust;2.0
RelatedTo;gaditi;disgust;2.0
RelatedTo;zgroziti;disgust;2.0
Synonym;إِشْمِئْزاز;disgust;2.0
Synonym;قَرَف;disgust;2.0
Synonym;مَقْت;disgust;2.0
Synonym;نُفُور;disgust;2.0
Synonym;aversió;disgust;2.0
RelatedTo;picture;photo;5.656147098511495
RelatedTo;picture;image;4.724404724407087
RelatedTo;picture;photograph;4.227055712904669
RelatedTo;picture;frame;4.179952152836202
RelatedTo;picture;camera;4.024922359499621
RelatedTo;picture;painting;3.573233829460367
AtLocation;a picture;an art show;3.4641016151377544
RelatedTo;draw;picture;3.1183328879386814
RelatedTo;picture;art;3.0099833886584824
RelatedTo;picture;drawing;2.6343879744638983
RelatedTo;picture;portrait;2.6321094202179367
RelatedTo;art;picture;2.434748446965312
RelatedTo;photograph;picture;2.1972710347155626
RelatedTo;picture;framed;2.0678491240900527
AtLocation;a bald eagle;a picture;2.0
AtLocation;a picture;a desktop;2.0
AtLocation;a picture;the shelf;2.0
AtLocation;a picture;a wall;2.0
HasContext;picture;art;2.0
IsA;beefcake;picture;2.0
HasContext;node;astronomy;2.0
HasContext;node;computer science;2.0
HasContext;node;physics;2.0
IsA;ascending node;node;2.0
IsA;descending node;node;2.0
IsA;node;celestial point;2.0
IsA;node;computer;2.0
IsA;node;connection;2.0
IsA;node;convex shape;2.0
IsA;node;point;2.0
IsA;node;solid body substance;2.0
IsA;nodule;node;2.0
PartOf;node;computer network;2.0
RelatedTo;čvor;node;2.0
Synonym;client;node;2.0
Synonym;node;node;2.0
Synonym;knudepunkt;node;2.0
Synonym;client;node;2.0
Synonym;guest;node;2.0
Synonym;knob;node;2.0
Synonym;fiberoptic;fiber-optic;2.0
Synonym;fibre-optic;fiber-optic;2.0
Synonym;fibreoptic;fiber-optic;2.0
Synonym;de fibra óptica;fiber-optic;2.0
Synonym;fibroóptica;fiber-optic;2.0
Synonym;valokaapeli-;fiber-optic;2.0
ExternalURL;fiber optic;302737745-a;1.0
RelatedTo;angioscopy;fiber optic;1.0
RelatedTo;asynchronous transfer mode;fiber optic;1.0
RelatedTo;overbuilder;fiber optic;1.0
RelatedTo;t3;fiber optic;1.0
Synonym;heart rate;pulse;2.0
Synonym;心拍;heart rate;2.0
DerivedFrom;heart rate monitor;heart rate;1.0
FormOf;heartrate;heart rate;1.0
FormOf;heart rates;heart rate;1.0
RelatedTo;tepová frekvence;heart rate;1.0
RelatedTo;adrenal gland;heart rate;1.0
RelatedTo;biopath;heart rate;1.0
RelatedTo;cardiodepression;heart rate;1.0
RelatedTo;cardiodepressive;heart rate;1.0
RelatedTo;cardio;heart rate;1.0
RelatedTo;lie detector;heart rate;1.0
RelatedTo;nonstress test;heart rate;1.0
RelatedTo;polygraph;heart rate;1.0
RelatedTo;sympathetic nervous system;heart rate;1.0
RelatedTo;triiodothyronine;heart rate;1.0
RelatedTo;leposyke;heart rate;1.0
RelatedTo;syke;heart rate;1.0
RelatedTo;batticuore;heart rate;1.0
RelatedTo;心拍;heart rate;1.0
IsA;a text;a book;4.0
RelatedTo;writing;text;3.7815340802378072
AtLocation;a text;a library;3.4641016151377544
AtLocation;text;the newspaper;2.82842712474619
UsedFor;a text;learning;2.82842712474619
UsedFor;a text;study;2.82842712474619
UsedFor;a text;teaching;2.82842712474619
Causes;typing;text;2.0
FormOf;texted;text;2.0
IsA;column;text;2.0
IsA;cookie;text;2.0
IsA;copy;text;2.0
IsA;draft;text;2.0
IsA;electronic text;text;2.0
IsA;installment;text;2.0
IsA;letter;text;2.0
IsA;line;text;2.0
IsA;lipogram;text;2.0
IsA;lyric;text;2.0
IsA;stanza;text;2.0
